Date,Open,High,Low,Close
02/09/2026,"97.70","97.76","96.79","96.82"
02/06/2026,"97.97","97.95","97.56","97.63"
02/05/2026,"97.67","97.99","97.61","97.82"
02/04/2026,"97.43","97.73","97.31","97.62"
02/03/2026,"97.52","97.69","97.30","97.44"
02/02/2026,"97.19","97.73","97.01","97.63"
01/30/2026,"96.17","97.15","96.32","96.99"
01/29/2026,"96.16","96.66","96.02","96.28"
01/28/2026,"95.97","96.79","95.86","96.45"
01/27/2026,"97.05","97.29","95.55","96.22"
01/26/2026,"97.03","97.33","96.81","97.04"
01/23/2026,"98.33","98.48","97.43","97.60"
01/22/2026,"98.79","98.83","98.26","98.36"
01/21/2026,"98.61","98.87","98.38","98.76"
01/20/2026,"99.14","99.14","98.25","98.64"
01/19/2026,"99.37","99.48","99.16","99.39"
01/16/2026,"99.37","99.48","99.16","99.39"
01/15/2026,"99.13","99.49","99.09","99.32"
01/14/2026,"99.19","99.25","98.93","99.13"
01/13/2026,"98.90","99.23","98.85","99.13"
01/12/2026,"99.17","99.25","98.67","98.86"
01/09/2026,"98.91","99.26","98.90","99.13"
01/08/2026,"98.74","98.98","98.68","98.93"
01/07/2026,"98.58","98.75","98.50","98.68"
01/06/2026,"98.41","98.63","98.16","98.58"
01/05/2026,"98.48","98.86","98.25","98.27"
01/02/2026,"98.24","98.49","98.15","98.42"
01/01/2026,"98.25","98.50","98.18","98.32"
12/31/2025,"98.25","98.50","98.18","98.32"
12/30/2025,"98.01","98.27","97.94","98.24"
12/29/2025,"98.05","98.18","97.92","98.04"
12/26/2025,"97.92","98.13","97.86","98.02"
12/25/2025,"97.89","98.01","97.75","97.98"
12/24/2025,"97.89","98.01","97.75","97.95"
12/23/2025,"98.20","98.20","97.85","97.94"
12/22/2025,"98.67","98.73","98.20","98.29"
12/19/2025,"98.46","98.75","98.42","98.60"
12/18/2025,"98.38","98.56","98.17","98.43"
12/17/2025,"98.21","98.64","98.18","98.37"
12/16/2025,"98.27","98.32","97.87","98.15"
12/15/2025,"98.40","98.48","98.14","98.31"
12/12/2025,"98.32","98.53","98.30","98.40"
12/11/2025,"98.56","98.76","98.13","98.35"
12/10/2025,"99.22","99.26","98.59","98.79"
12/09/2025,"99.05","99.31","98.95","99.22"
12/08/2025,"98.97","99.23","98.79","99.09"
12/05/2025,"99.04","99.13","98.81","98.99"
12/04/2025,"98.92","99.08","98.77","98.99"
12/03/2025,"99.28","99.29","98.82","98.85"
12/02/2025,"99.45","99.57","99.32","99.36"
12/01/2025,"99.48","99.51","99.01","99.41"
11/28/2025,"99.57","99.82","99.38","99.46"
11/27/2025,"99.84","99.96","99.56","99.60"
11/26/2025,"99.84","99.96","99.56","99.60"
11/25/2025,"100.21","100.26","99.65","99.66"
11/24/2025,"100.20","100.30","100.01","100.14"
11/21/2025,"100.16","100.40","99.99","100.18"
11/20/2025,"100.17","100.36","100.03","100.16"
11/19/2025,"99.58","100.24","99.49","100.23"
11/18/2025,"99.56","99.66","99.40","99.55"
11/17/2025,"99.27","99.60","99.25","99.59"
11/14/2025,"99.26","99.40","98.99","99.30"
11/13/2025,"99.52","99.59","98.99","99.16"
11/12/2025,"99.46","99.71","99.42","99.50"
11/11/2025,"99.66","99.74","99.29","99.44"
11/10/2025,"99.63","99.74","99.46","99.59"
11/07/2025,"99.76","99.87","99.40","99.60"
11/06/2025,"100.11","100.11","99.67","99.73"
11/05/2025,"100.18","100.36","100.06","100.20"
11/04/2025,"99.98","100.26","99.74","100.22"
11/03/2025,"99.75","99.99","99.71","99.87"
10/31/2025,"99.49","99.84","99.42","99.80"
10/30/2025,"99.14","99.72","98.92","99.53"
10/29/2025,"98.74","99.36","98.62","99.22"
10/28/2025,"98.75","98.95","98.57","98.67"
10/27/2025,"98.84","99.00","98.73","98.78"
10/24/2025,"98.94","99.10","98.73","98.95"
10/23/2025,"98.92","99.14","98.91","98.94"
10/22/2025,"98.97","99.14","98.79","98.90"
10/21/2025,"98.61","98.98","98.51","98.93"
10/20/2025,"98.67","98.67","98.39","98.59"
10/17/2025,"98.26","98.55","98.03","98.43"
10/16/2025,"98.67","98.70","98.30","98.34"
10/15/2025,"99.05","99.08","98.66","98.79"
10/14/2025,"99.30","99.48","98.99","99.05"
10/13/2025,"98.94","99.35","98.83","99.27"
10/10/2025,"99.39","99.43","98.81","98.98"
10/09/2025,"98.84","99.56","98.70","99.54"
10/08/2025,"98.61","99.06","98.59","98.92"
10/07/2025,"98.09","98.66","98.09","98.58"
10/06/2025,"97.96","98.50","97.96","98.11"
10/03/2025,"97.85","97.95","97.60","97.72"
10/02/2025,"97.70","98.13","97.52","97.85"
10/01/2025,"97.82","97.88","97.46","97.71"
09/30/2025,"97.91","98.05","97.63","97.78"
09/29/2025,"98.17","98.18","97.77","97.91"
09/26/2025,"98.50","98.53","98.13","98.15"
09/25/2025,"97.82","98.61","97.74","98.55"
09/24/2025,"97.24","97.92","97.22","97.87"
09/23/2025,"97.32","97.46","97.20","97.26"
09/22/2025,"97.65","97.82","97.30","97.34"
09/19/2025,"97.34","97.81","97.27","97.64"
09/18/2025,"96.93","97.60","96.84","97.35"
09/17/2025,"96.62","97.07","96.22","96.87"
09/16/2025,"97.34","97.39","96.56","96.63"
09/15/2025,"97.63","97.70","97.27","97.30"
09/12/2025,"97.52","97.86","97.49","97.55"
09/11/2025,"97.79","98.09","97.47","97.53"
09/10/2025,"97.83","97.93","97.60","97.78"
09/09/2025,"97.38","97.82","97.25","97.79"
09/08/2025,"97.79","97.94","97.42","97.45"
09/05/2025,"98.24","98.26","97.43","97.77"
09/04/2025,"98.15","98.44","98.08","98.35"
09/03/2025,"98.40","98.64","98.01","98.14"
09/02/2025,"97.65","98.60","97.62","98.40"
09/01/2025,"97.87","98.13","97.69","97.77"
08/29/2025,"97.87","98.13","97.69","97.77"
08/28/2025,"98.12","98.23","97.74","97.81"
08/27/2025,"98.25","98.73","98.16","98.23"
08/26/2025,"98.47","98.56","98.09","98.23"
08/25/2025,"97.73","98.54","97.71","98.43"
08/22/2025,"98.60","98.83","97.56","97.72"
08/21/2025,"98.25","98.68","98.18","98.62"
08/20/2025,"98.29","98.44","98.08","98.22"
08/19/2025,"98.15","98.32","97.94","98.27"
08/18/2025,"97.79","98.19","97.78","98.17"
08/15/2025,"98.18","98.21","97.73","97.85"
08/14/2025,"97.75","98.32","97.63","98.25"
08/13/2025,"98.04","98.13","97.63","97.84"
08/12/2025,"98.51","98.62","97.90","98.10"
08/11/2025,"98.24","99.32","98.03","98.52"
08/08/2025,"97.98","98.35","97.96","98.18"
08/07/2025,"98.19","98.47","97.95","98.40"
08/06/2025,"98.75","98.84","98.13","98.18"
08/05/2025,"98.62","99.07","98.59","98.78"
08/04/2025,"98.65","98.98","98.59","98.78"
08/01/2025,"100.01","100.26","98.61","99.14"
07/31/2025,"99.80","100.10","99.52","99.97"
07/30/2025,"98.92","99.98","98.70","99.82"
07/29/2025,"98.64","99.14","98.58","98.89"
07/28/2025,"97.58","98.69","97.49","98.63"
07/25/2025,"97.45","97.91","97.43","97.65"
07/24/2025,"97.18","97.55","97.11","97.38"
07/23/2025,"97.47","97.61","97.19","97.21"
07/22/2025,"97.87","97.99","97.31","97.39"
07/21/2025,"98.36","98.51","97.70","97.85"
07/18/2025,"98.49","98.58","98.10","98.48"
07/17/2025,"98.35","98.95","98.34","98.73"
07/16/2025,"98.58","98.91","97.71","98.39"
07/15/2025,"98.14","98.70","97.93","98.62"
07/14/2025,"97.96","98.14","97.77","98.08"
07/11/2025,"97.57","97.96","97.56","97.85"
07/10/2025,"97.44","97.92","97.27","97.65"
07/09/2025,"97.55","97.75","97.46","97.56"
07/08/2025,"97.36","97.84","97.18","97.52"
07/07/2025,"96.96","97.67","96.89","97.48"
07/04/2025,"97.09","97.11","96.86","97.18"
07/03/2025,"96.75","97.42","96.69","97.18"
07/02/2025,"96.64","97.15","96.62","96.78"
07/01/2025,"96.78","96.95","96.38","96.82"
06/30/2025,"97.19","97.32","96.77","96.88"
06/27/2025,"97.33","97.50","97.00","97.40"
06/26/2025,"97.55","97.61","97.00","97.15"
06/25/2025,"97.94","98.20","97.65","97.68"
06/24/2025,"98.16","98.28","97.71","97.86"
06/23/2025,"99.09","99.42","98.35","98.42"
06/20/2025,"98.67","98.89","98.54","98.71"
06/19/2025,"98.88","99.16","98.75","98.91"
06/18/2025,"98.87","99.01","98.48","98.91"
06/17/2025,"98.19","98.87","98.02","98.82"
06/16/2025,"98.26","98.37","97.69","98.00"
06/13/2025,"97.81","98.59","97.62","98.18"
06/12/2025,"98.46","98.52","97.60","97.92"
06/11/2025,"98.96","99.22","98.53","98.63"
06/10/2025,"98.98","99.39","98.86","99.10"
06/09/2025,"99.20","99.23","98.82","98.94"
06/06/2025,"98.70","99.36","98.66","99.19"
06/05/2025,"98.80","98.94","98.35","98.74"
06/04/2025,"99.18","99.39","98.67","98.79"
06/03/2025,"98.59","99.33","98.58","99.23"
06/02/2025,"99.41","99.42","98.61","98.71"
05/30/2025,"99.25","99.67","99.13","99.33"
05/29/2025,"100.54","100.54","99.22","99.28"
05/28/2025,"99.53","99.96","99.44","99.88"
05/27/2025,"98.96","99.62","98.78","99.52"
05/26/2025,"99.88","99.94","99.05","99.11"
05/23/2025,"99.88","99.94","99.05","99.11"
05/22/2025,"99.64","100.12","99.44","99.96"
05/21/2025,"99.99","99.99","99.34","99.56"
05/20/2025,"100.43","100.58","100.01","100.12"
05/19/2025,"100.91","100.91","100.06","100.43"
05/16/2025,"100.77","101.26","100.52","101.09"
05/15/2025,"100.97","101.06","100.59","100.88"
05/14/2025,"100.95","101.14","100.27","101.04"
05/13/2025,"101.73","101.76","100.91","101.00"
05/12/2025,"100.69","101.98","100.51","101.79"
05/09/2025,"100.64","100.86","100.09","100.34"
05/08/2025,"99.85","100.76","99.61","100.64"
